matricul,natcremo,mtinicre,mtsolree,dtprescc,ddmotiet,ddetatcr,lb_motietat,lb_etatcre,lb_statucre,lb_moderec,etatsdp,idnatpie,annee_cohorte
M0581,ASF,1053.89,788.99,2025-09-18,2025-08-03,2025-07-19,Recalcul,En attente,A solder,Manuel,Validée,DOC001,2025
M0582,AAH,750.51,446.42,2025-03-28,2025-01-30,2025-11-08,Erreur CAF,Clôturé,En cours,Manuel,Rejetée,DOC003,2025
M0583,AAH,1206.25,798.38,2025-03-17,2025-10-08,2025-07-15,Recalcul,Clôturé,Relance,Manuel,En attente,DOC001,2025
M0584,APL,368.87,822.42,2025-11-09,2025-08-25,2025-02-04,Signalement usager,Ouvert,Relance,Automatique,En attente,DOC002,2025
M0585,ASF,812.61,857.56,2025-08-02,2025-09-05,2025-09-03,Signalement usager,En attente,A solder,Manuel,Rejetée,DOC002,2025
M0586,PPA,1940.35,916.64,2025-10-12,2025-01-25,2025-08-25,Erreur CAF,En attente,A solder,Automatique,Rejetée,DOC002,2025
M0587,AAH,553.36,430.99,2025-08-27,2025-03-15,2025-04-14,Signalement usager,En attente,Relance,Automatique,En attente,DOC001,2025
M0588,PPA,1330.64,318.87,2025-06-14,2025-07-25,2025-01-07,Recalcul,En attente,Relance,Automatique,Validée,DOC002,2025
M0589,AAH,684.12,582.2,2025-03-28,2025-11-10,2025-10-10,Recalcul,Ouvert,En cours,Automatique,Rejetée,DOC001,2025
M0590,AAH,1558.27,371.17,2025-05-21,2025-04-04,2025-01-01,Recalcul,Clôturé,Relance,Automatique,Validée,DOC003,2025
M0591,AAH,305.2,601.07,2025-06-09,2025-05-07,2025-08-07,Signalement usager,Ouvert,Relance,Manuel,Rejetée,DOC003,2025
M0592,ASF,1941.15,705.59,2025-02-15,2025-01-25,2025-08-18,Recalcul,En attente,A solder,Automatique,En attente,DOC001,2025
M0593,RSA,934.89,688.41,2025-04-22,2025-11-30,2025-06-21,Recalcul,En attente,Relance,Automatique,Validée,DOC002,2025
M0594,PPA,510.3,374.55,2025-02-14,2025-12-21,2025-03-28,Recalcul,Clôturé,A solder,Automatique,Validée,DOC001,2025
M0595,ASF,193.32,166.86,2025-09-04,2025-04-26,2025-02-10,Erreur CAF,En attente,Relance,Automatique,Rejetée,DOC001,2025
M0596,ASF,381.03,430.53,2025-04-14,2025-02-17,2025-05-03,Signalement usager,Ouvert,Relance,Automatique,Validée,DOC001,2025
M0597,ASF,1063.56,142.59,2025-03-26,2025-08-14,2025-11-27,Signalement usager,Ouvert,Relance,Manuel,Rejetée,DOC003,2025
M0598,ASF,707.16,890.1,2025-05-14,2025-09-23,2025-10-25,Signalement usager,Clôturé,En cours,Automatique,En attente,DOC001,2025
M0599,ASF,1666.32,345.88,2025-04-18,2025-04-09,2025-06-27,Erreur CAF,Ouvert,A solder,Automatique,Validée,DOC003,2025
M0600,APL,890.23,154.46,2025-01-18,2025-01-11,2025-03-04,Signalement usager,Ouvert,En cours,Manuel,Rejetée,DOC001,2025
M0601,PPA,534.99,25.45,2025-04-04,2025-03-26,2025-06-14,Erreur CAF,Ouvert,Relance,Automatique,Validée,DOC003,2025
M0602,ASF,1253.43,645.82,2025-05-30,2025-08-02,2025-07-06,Erreur CAF,Ouvert,En cours,Manuel,Rejetée,DOC001,2025
M0603,PPA,1428.22,636.9,2025-09-03,2025-06-22,2025-07-28,Signalement usager,En attente,A solder,Manuel,Rejetée,DOC001,2025
M0604,APL,375.73,340.6,2025-10-16,2025-07-28,2025-08-15,Recalcul,Ouvert,Relance,Manuel,Rejetée,DOC002,2025
M0605,APL,376.86,71.71,2025-07-28,2025-03-05,2025-02-17,Recalcul,Clôturé,En cours,Manuel,En attente,DOC002,2025
M0606,PPA,121.51,409.63,2025-05-06,2025-09-15,2025-08-12,Signalement usager,Clôturé,En cours,Automatique,Validée,DOC001,2025
M0607,AAH,1485.98,311.22,2025-08-23,2025-11-28,2025-01-03,Signalement usager,Ouvert,A solder,Automatique,En attente,DOC001,2025
M0608,RSA,1344.42,677.12,2025-05-02,2025-05-01,2025-06-24,Erreur CAF,Clôturé,En cours,Manuel,Rejetée,DOC001,2025
M0609,AAH,975.53,605.78,2025-05-18,2025-10-25,2025-04-09,Signalement usager,Ouvert,A solder,Manuel,Rejetée,DOC001,2025
M0610,AAH,1696.13,364.59,2025-04-25,2025-02-23,2025-04-26,Erreur CAF,Clôturé,Relance,Automatique,En attente,DOC002,2025
M0611,AAH,1621.06,217.89,2025-06-11,2025-11-27,2025-09-27,Signalement usager,Clôturé,Relance,Manuel,En attente,DOC003,2025
M0612,ASF,1191.44,988.04,2025-07-20,2025-09-29,2025-09-10,Recalcul,Ouvert,En cours,Manuel,Validée,DOC001,2025
M0613,APL,1743.13,454.0,2025-08-22,2025-08-29,2025-11-13,Recalcul,Ouvert,Relance,Manuel,Rejetée,DOC002,2025
M0614,AAH,451.39,688.27,2025-01-28,2025-08-31,2025-04-05,Signalement usager,En attente,Relance,Automatique,En attente,DOC001,2025
M0615,APL,268.24,140.55,2025-01-11,2025-01-18,2025-09-30,Erreur CAF,Ouvert,En cours,Manuel,Rejetée,DOC001,2025
M0616,PPA,576.01,485.59,2025-07-25,2025-07-06,2025-01-24,Recalcul,Ouvert,Relance,Automatique,Rejetée,DOC003,2025
M0617,RSA,161.32,27.54,2025-06-16,2025-12-12,2025-04-26,Erreur CAF,En attente,En cours,Automatique,Validée,DOC001,2025
M0618,PPA,1085.78,505.46,2025-09-04,2025-05-24,2025-05-31,Signalement usager,Ouvert,A solder,Automatique,Validée,DOC001,2025
M0619,PPA,1876.38,964.02,2025-02-16,2025-09-19,2025-12-04,Signalement usager,Ouvert,A solder,Manuel,Validée,DOC003,2025
M0620,ASF,126.72,384.21,2025-09-03,2025-12-30,2025-02-19,Recalcul,En attente,A solder,Manuel,En attente,DOC003,2025
M0621,RSA,288.11,39.0,2025-05-07,2025-08-27,2025-07-25,Signalement usager,Ouvert,En cours,Automatique,Rejetée,DOC003,2025
M0622,PPA,931.79,30.96,2025-05-27,2025-10-31,2025-12-01,Recalcul,Ouvert,En cours,Automatique,En attente,DOC003,2025
M0623,PPA,1871.06,387.99,2025-04-28,2025-10-25,2025-03-20,Erreur CAF,En attente,Relance,Automatique,En attente,DOC002,2025
M0624,RSA,666.5,160.02,2025-06-01,2025-03-17,2025-03-11,Recalcul,En attente,Relance,Manuel,Validée,DOC002,2025
M0625,RSA,1039.11,23.35,2025-03-13,2025-07-07,2025-01-27,Recalcul,Clôturé,Relance,Manuel,Rejetée,DOC002,2025
M0626,PPA,131.07,756.21,2025-12-29,2025-11-29,2025-09-28,Erreur CAF,Ouvert,Relance,Automatique,Rejetée,DOC001,2025
M0627,RSA,339.27,458.52,2025-05-17,2025-09-03,2025-02-19,Recalcul,Clôturé,Relance,Automatique,Validée,DOC003,2025
M0628,PPA,1973.93,289.24,2025-06-24,2025-05-10,2025-10-19,Recalcul,Clôturé,En cours,Manuel,Rejetée,DOC003,2025
M0629,PPA,1931.98,900.08,2025-10-16,2025-11-11,2025-09-04,Signalement usager,En attente,En cours,Automatique,Validée,DOC002,2025
M0630,ASF,59.63,116.14,2025-01-19,2025-10-10,2025-09-21,Erreur CAF,Ouvert,A solder,Manuel,En attente,DOC001,2025
M0631,AAH,1906.03,955.92,2025-07-14,2025-03-20,2025-03-20,Recalcul,Ouvert,A solder,Manuel,En attente,DOC001,2025
M0632,PPA,1296.28,313.97,2025-11-26,2025-03-13,2025-07-09,Erreur CAF,En attente,A solder,Automatique,Validée,DOC001,2025
M0633,APL,1742.44,888.4,2025-06-24,2025-09-20,2025-02-16,Erreur CAF,Clôturé,A solder,Automatique,En attente,DOC002,2025
M0634,AAH,936.74,602.94,2025-12-20,2025-07-10,2025-12-27,Recalcul,En attente,En cours,Manuel,En attente,DOC001,2025
M0635,AAH,1055.41,826.71,2025-05-21,2025-03-04,2025-12-20,Signalement usager,Ouvert,En cours,Manuel,Validée,DOC001,2025
M0636,AAH,1003.25,984.01,2025-09-03,2025-01-12,2025-12-18,Erreur CAF,En attente,En cours,Manuel,En attente,DOC001,2025
M0637,ASF,1350.39,288.41,2025-04-03,2025-05-21,2025-07-08,Recalcul,Ouvert,Relance,Manuel,Rejetée,DOC003,2025
M0638,PPA,322.32,961.14,2025-08-27,2025-09-11,2025-09-13,Erreur CAF,Clôturé,Relance,Manuel,En attente,DOC002,2025
M0639,ASF,108.45,389.48,2025-07-24,2025-02-12,2025-08-10,Signalement usager,Ouvert,A solder,Automatique,Validée,DOC003,2025
M0640,PPA,650.46,385.51,2025-02-17,2025-01-17,2025-08-29,Signalement usager,Clôturé,Relance,Manuel,Rejetée,DOC003,2025
M0641,ASF,1424.13,340.39,2025-09-02,2025-03-04,2025-09-26,Signalement usager,Clôturé,En cours,Manuel,Rejetée,DOC002,2025
M0642,ASF,443.61,541.41,2025-11-16,2025-09-10,2025-01-01,Recalcul,Ouvert,A solder,Manuel,En attente,DOC003,2025
M0643,APL,1363.19,154.15,2025-11-13,2025-10-19,2025-02-03,Recalcul,Ouvert,A solder,Automatique,Rejetée,DOC001,2025
M0644,ASF,1941.33,553.71,2025-10-22,2025-01-08,2025-03-20,Signalement usager,Clôturé,Relance,Automatique,Validée,DOC001,2025
M0645,RSA,233.11,541.7,2025-05-08,2025-11-21,2025-08-24,Recalcul,En attente,A solder,Manuel,Rejetée,DOC001,2025
M0646,APL,1361.57,761.9,2025-12-10,2025-03-31,2025-11-30,Signalement usager,Ouvert,Relance,Manuel,En attente,DOC001,2025
M0647,ASF,915.31,833.65,2025-10-09,2025-07-27,2025-12-15,Recalcul,Clôturé,Relance,Automatique,En attente,DOC002,2025
M0648,AAH,1742.88,440.44,2025-01-17,2025-10-19,2025-04-08,Signalement usager,Clôturé,A solder,Automatique,Rejetée,DOC003,2025
M0649,RSA,395.44,302.33,2025-03-12,2025-10-11,2025-03-23,Erreur CAF,En attente,Relance,Automatique,Validée,DOC003,2025
M0650,RSA,1400.62,259.33,2025-09-26,2025-04-28,2025-07-11,Signalement usager,Ouvert,Relance,Automatique,Validée,DOC001,2025
M0651,RSA,1684.32,194.62,2025-11-21,2025-12-15,2025-09-10,Signalement usager,Clôturé,Relance,Manuel,En attente,DOC001,2025
M0652,APL,1892.0,57.65,2025-10-09,2025-06-24,2025-02-07,Recalcul,En attente,Relance,Automatique,En attente,DOC003,2025
M0653,ASF,1382.33,342.45,2025-11-01,2025-03-17,2025-01-14,Recalcul,Clôturé,A solder,Manuel,Validée,DOC002,2025
M0654,ASF,1019.49,270.25,2025-01-07,2025-04-11,2025-12-13,Recalcul,Ouvert,En cours,Manuel,Rejetée,DOC003,2025
M0655,AAH,1254.8,966.42,2025-11-10,2025-05-31,2025-11-06,Recalcul,En attente,En cours,Automatique,Rejetée,DOC001,2025
M0656,AAH,1744.36,557.71,2025-11-01,2025-09-27,2025-07-28,Recalcul,Clôturé,Relance,Automatique,Rejetée,DOC001,2025
M0657,RSA,1162.69,347.28,2025-04-13,2025-03-12,2025-12-23,Recalcul,En attente,Relance,Automatique,Rejetée,DOC002,2025
M0658,AAH,109.25,580.47,2025-11-05,2025-06-29,2025-03-30,Erreur CAF,Ouvert,Relance,Automatique,Validée,DOC003,2025
M0659,APL,1865.35,139.2,2025-07-12,2025-05-04,2025-02-25,Signalement usager,En attente,En cours,Manuel,En attente,DOC002,2025
M0660,ASF,1394.58,444.04,2025-08-29,2025-10-20,2025-04-04,Signalement usager,Ouvert,Relance,Manuel,En attente,DOC002,2025
M0661,RSA,1369.2,626.23,2025-03-03,2025-10-12,2025-04-03,Signalement usager,Clôturé,A solder,Manuel,Rejetée,DOC001,2025
M0662,AAH,470.57,488.9,2025-01-17,2025-07-14,2025-12-06,Erreur CAF,Ouvert,A solder,Automatique,Validée,DOC003,2025
M0663,APL,1334.83,401.78,2025-06-20,2025-08-16,2025-03-26,Signalement usager,Clôturé,A solder,Manuel,Validée,DOC001,2025
M0664,APL,818.04,993.85,2025-01-25,2025-10-02,2025-09-02,Erreur CAF,Clôturé,En cours,Automatique,Rejetée,DOC003,2025
M0665,AAH,1319.9,880.31,2025-09-08,2025-04-16,2025-01-22,Erreur CAF,Ouvert,Relance,Manuel,Rejetée,DOC001,2025
M0666,ASF,257.86,623.41,2025-09-10,2025-01-21,2025-10-18,Erreur CAF,Clôturé,Relance,Automatique,Rejetée,DOC001,2025
M0667,AAH,1332.8,569.38,2025-07-26,2025-03-05,2025-09-29,Signalement usager,En attente,Relance,Manuel,En attente,DOC003,2025
M0668,RSA,1998.86,620.66,2025-01-29,2025-06-14,2025-11-02,Erreur CAF,Clôturé,En cours,Manuel,Rejetée,DOC003,2025
M0669,AAH,144.01,201.31,2025-04-27,2025-01-27,2025-05-02,Signalement usager,Ouvert,En cours,Automatique,En attente,DOC001,2025
M0670,APL,1955.49,395.14,2025-10-09,2025-11-07,2025-05-08,Signalement usager,En attente,En cours,Manuel,Validée,DOC003,2025
M0671,AAH,843.47,39.46,2025-05-24,2025-10-12,2025-04-23,Recalcul,En attente,En cours,Manuel,Validée,DOC001,2025
M0672,ASF,1747.97,475.55,2025-01-25,2025-05-28,2025-09-30,Recalcul,Clôturé,A solder,Automatique,En attente,DOC003,2025
M0673,PPA,1575.65,543.02,2025-11-06,2025-10-08,2025-12-02,Erreur CAF,Clôturé,En cours,Automatique,En attente,DOC001,2025
M0674,AAH,1155.68,227.75,2025-06-05,2025-11-22,2025-05-10,Erreur CAF,Ouvert,En cours,Automatique,En attente,DOC001,2025
M0675,ASF,1489.98,964.03,2025-03-14,2025-11-15,2025-05-12,Signalement usager,En attente,En cours,Automatique,En attente,DOC001,2025
M0676,ASF,1763.11,909.45,2025-04-30,2025-06-13,2025-03-26,Erreur CAF,Ouvert,Relance,Automatique,Rejetée,DOC002,2025
M0677,APL,838.07,722.14,2025-11-08,2025-08-12,2025-12-16,Erreur CAF,Clôturé,Relance,Manuel,Validée,DOC003,2025
M0678,ASF,687.71,533.39,2025-11-17,2025-09-29,2025-03-22,Signalement usager,En attente,Relance,Automatique,Rejetée,DOC001,2025
M0679,ASF,1351.81,869.97,2025-04-03,2025-05-26,2025-11-21,Erreur CAF,Ouvert,A solder,Manuel,En attente,DOC002,2025
M0680,ASF,1625.3,130.65,2025-03-27,2025-12-22,2025-03-10,Erreur CAF,Ouvert,A solder,Manuel,Rejetée,DOC001,2025
M0681,ASF,1536.46,790.51,2025-12-02,2025-01-30,2025-05-28,Signalement usager,Ouvert,En cours,Automatique,Rejetée,DOC002,2025
M0682,RSA,1605.74,124.82,2025-12-30,2025-02-14,2025-01-16,Signalement usager,Ouvert,Relance,Manuel,Validée,DOC001,2025
M0683,RSA,899.39,794.21,2025-04-28,2025-10-02,2025-11-03,Recalcul,Ouvert,A solder,Manuel,Rejetée,DOC001,2025
M0684,APL,1644.78,275.77,2025-08-21,2025-02-03,2025-04-15,Signalement usager,En attente,Relance,Automatique,Validée,DOC002,2025
M0685,AAH,284.41,877.09,2025-07-18,2025-05-21,2025-06-14,Recalcul,Ouvert,A solder,Manuel,En attente,DOC002,2025
M0686,ASF,1111.75,944.04,2025-07-25,2025-11-14,2025-07-20,Erreur CAF,En attente,A solder,Automatique,Rejetée,DOC003,2025
M0687,AAH,61.23,148.8,2025-12-05,2025-08-09,2025-07-16,Signalement usager,Ouvert,En cours,Automatique,En attente,DOC003,2025
M0688,AAH,682.94,462.68,2025-05-27,2025-12-22,2025-07-04,Signalement usager,Clôturé,En cours,Automatique,Validée,DOC002,2025
M0689,APL,764.6,980.99,2025-09-28,2025-01-22,2025-11-18,Signalement usager,Clôturé,A solder,Manuel,En attente,DOC003,2025
M0690,ASF,822.54,483.41,2025-05-19,2025-06-29,2025-09-22,Erreur CAF,Ouvert,En cours,Manuel,En attente,DOC002,2025
M0691,ASF,1406.16,863.55,2025-06-30,2025-11-25,2025-12-29,Recalcul,Clôturé,A solder,Manuel,Validée,DOC003,2025
M0692,PPA,807.69,588.73,2025-01-30,2025-08-19,2025-04-10,Erreur CAF,En attente,A solder,Manuel,En attente,DOC001,2025
M0693,AAH,924.95,375.33,2025-02-26,2025-02-07,2025-12-08,Erreur CAF,Ouvert,Relance,Automatique,En attente,DOC003,2025
M0694,AAH,513.21,285.78,2025-08-20,2025-03-11,2025-11-16,Signalement usager,En attente,En cours,Manuel,En attente,DOC001,2025
M0695,RSA,777.84,203.22,2025-05-26,2025-04-26,2025-08-02,Recalcul,Ouvert,En cours,Automatique,Rejetée,DOC001,2025
M0696,PPA,493.18,761.8,2025-02-17,2025-08-27,2025-10-05,Erreur CAF,Clôturé,En cours,Manuel,En attente,DOC003,2025
M0697,RSA,192.73,386.54,2025-07-13,2025-12-01,2025-06-11,Signalement usager,En attente,Relance,Manuel,Validée,DOC002,2025
M0698,RSA,1226.72,511.28,2025-08-12,2025-05-28,2025-06-06,Erreur CAF,Clôturé,Relance,Manuel,Rejetée,DOC001,2025
M0699,RSA,1353.01,492.33,2025-05-16,2025-01-09,2025-09-08,Erreur CAF,Clôturé,Relance,Manuel,Rejetée,DOC001,2025
M0700,APL,1258.01,577.28,2025-01-22,2025-10-15,2025-04-07,Signalement usager,Ouvert,En cours,Manuel,Validée,DOC003,2025
M0701,APL,953.81,865.58,2025-01-06,2025-02-19,2025-01-18,Signalement usager,En attente,En cours,Automatique,En attente,DOC002,2025
M0702,RSA,790.58,980.74,2025-07-23,2025-12-04,2025-11-23,Recalcul,Clôturé,En cours,Manuel,Rejetée,DOC002,2025
M0703,PPA,1733.5,407.58,2025-08-27,2025-01-05,2025-04-07,Erreur CAF,Ouvert,Relance,Manuel,Rejetée,DOC003,2025
M0704,AAH,1062.21,827.52,2025-07-04,2025-12-09,2025-01-01,Signalement usager,Ouvert,Relance,Manuel,Rejetée,DOC002,2025
M0705,PPA,984.4,764.53,2025-12-26,2025-05-06,2025-08-04,Signalement usager,Ouvert,A solder,Manuel,En attente,DOC003,2025
M0706,ASF,100.0,573.53,2025-10-19,2025-03-16,2025-05-12,Recalcul,Clôturé,Relance,Automatique,Rejetée,DOC003,2025
M0707,APL,715.43,956.05,2025-12-01,2025-06-14,2025-09-17,Recalcul,Ouvert,A solder,Manuel,Validée,DOC003,2025
M0708,AAH,791.38,200.47,2025-08-08,2025-10-05,2025-05-05,Signalement usager,En attente,En cours,Automatique,En attente,DOC001,2025
M0709,AAH,827.7,109.26,2025-04-26,2025-11-20,2025-03-23,Recalcul,En attente,Relance,Manuel,Validée,DOC001,2025
M0710,ASF,1181.34,853.96,2025-11-09,2025-10-27,2025-10-10,Signalement usager,Clôturé,En cours,Automatique,Validée,DOC001,2025
M0711,ASF,1090.52,439.15,2025-02-18,2025-10-17,2025-06-20,Erreur CAF,En attente,En cours,Automatique,Rejetée,DOC003,2025
M0712,RSA,1235.41,846.97,2025-06-22,2025-03-18,2025-02-28,Recalcul,Ouvert,En cours,Automatique,Rejetée,DOC001,2025
M0713,APL,1541.52,893.09,2025-03-23,2025-10-25,2025-02-01,Erreur CAF,Clôturé,En cours,Automatique,Rejetée,DOC001,2025
M0714,APL,1635.32,62.46,2025-11-18,2025-05-17,2025-06-10,Erreur CAF,Ouvert,Relance,Automatique,Validée,DOC001,2025
M0715,PPA,1450.34,883.46,2025-11-29,2025-04-16,2025-10-11,Erreur CAF,Clôturé,En cours,Manuel,En attente,DOC003,2025
M0716,RSA,1913.27,448.32,2025-02-14,2025-04-05,2025-04-16,Signalement usager,Clôturé,A solder,Automatique,Rejetée,DOC003,2025
M0717,RSA,85.55,510.43,2025-12-01,2025-05-15,2025-04-15,Erreur CAF,Ouvert,Relance,Manuel,Rejetée,DOC003,2025
M0718,RSA,431.77,626.59,2025-01-20,2025-03-09,2025-08-16,Erreur CAF,En attente,En cours,Automatique,Validée,DOC001,2025
M0719,RSA,64.75,926.38,2025-08-09,2025-05-27,2025-07-07,Erreur CAF,En attente,Relance,Automatique,En attente,DOC002,2025
M0720,APL,1312.58,19.12,2025-05-03,2025-06-08,2025-03-11,Signalement usager,Clôturé,A solder,Manuel,Validée,DOC001,2025
M0721,APL,1801.16,476.84,2025-08-22,2025-06-12,2025-11-14,Erreur CAF,Ouvert,En cours,Automatique,Rejetée,DOC001,2025
M0722,RSA,524.79,687.72,2025-08-09,2025-12-07,2025-10-17,Erreur CAF,Ouvert,A solder,Automatique,Validée,DOC003,2025
M0723,PPA,1857.72,722.71,2025-11-19,2025-07-08,2025-03-28,Recalcul,Clôturé,En cours,Automatique,Rejetée,DOC003,2025
M0724,AAH,167.52,692.53,2025-12-05,2025-12-05,2025-12-28,Signalement usager,En attente,A solder,Automatique,En attente,DOC001,2025
M0725,AAH,1872.15,134.44,2025-01-03,2025-04-05,2025-02-25,Erreur CAF,Ouvert,En cours,Manuel,Validée,DOC001,2025
M0726,PPA,735.66,299.4,2025-07-01,2025-06-30,2025-04-23,Recalcul,En attente,Relance,Automatique,Rejetée,DOC002,2025
M0727,RSA,247.77,358.72,2025-07-25,2025-10-15,2025-01-13,Signalement usager,En attente,En cours,Automatique,Rejetée,DOC002,2025
M0728,APL,997.45,804.44,2025-11-16,2025-11-18,2025-01-18,Signalement usager,Clôturé,Relance,Manuel,Rejetée,DOC003,2025
M0729,AAH,550.71,278.76,2025-02-09,2025-07-06,2025-07-01,Signalement usager,Clôturé,En cours,Manuel,Rejetée,DOC002,2025
M0730,ASF,605.5,210.7,2025-02-28,2025-05-18,2025-04-23,Signalement usager,En attente,En cours,Automatique,Validée,DOC002,2025
M0731,ASF,649.22,957.45,2025-03-03,2025-05-10,2025-08-17,Signalement usager,Ouvert,A solder,Automatique,Rejetée,DOC003,2025
M0732,PPA,1615.9,8.86,2025-05-12,2025-07-13,2025-06-20,Signalement usager,Ouvert,A solder,Manuel,Validée,DOC002,2025
M0733,RSA,1101.36,997.82,2025-03-01,2025-11-12,2025-10-22,Erreur CAF,Clôturé,A solder,Automatique,Rejetée,DOC001,2025
M0734,AAH,657.05,676.82,2025-11-27,2025-09-30,2025-07-08,Erreur CAF,En attente,En cours,Manuel,Validée,DOC002,2025
M0735,RSA,1240.15,828.47,2025-05-02,2025-12-18,2025-03-20,Erreur CAF,Ouvert,En cours,Automatique,Validée,DOC003,2025
M0736,AAH,1446.49,294.62,2025-04-17,2025-05-24,2025-05-26,Erreur CAF,Ouvert,En cours,Manuel,Rejetée,DOC001,2025
M0737,PPA,581.62,14.32,2025-04-06,2025-01-16,2025-07-01,Recalcul,Clôturé,Relance,Manuel,Rejetée,DOC002,2025
M0738,PPA,856.42,737.87,2025-12-13,2025-10-29,2025-10-13,Erreur CAF,En attente,Relance,Manuel,Rejetée,DOC001,2025
M0739,ASF,287.68,834.14,2025-08-23,2025-09-02,2025-09-07,Signalement usager,Ouvert,En cours,Automatique,Rejetée,DOC001,2025
M0740,RSA,403.24,740.48,2025-03-03,2025-04-17,2025-12-20,Erreur CAF,Clôturé,A solder,Automatique,En attente,DOC002,2025
M0741,ASF,1378.18,142.85,2025-09-13,2025-03-29,2025-11-10,Erreur CAF,Ouvert,A solder,Automatique,Rejetée,DOC002,2025
M0742,RSA,403.8,753.43,2025-02-18,2025-05-09,2025-07-15,Signalement usager,Ouvert,A solder,Automatique,Rejetée,DOC003,2025
M0743,ASF,1074.07,768.92,2025-12-14,2025-12-07,2025-11-19,Erreur CAF,Ouvert,En cours,Manuel,Rejetée,DOC003,2025
M0744,APL,1432.64,658.54,2025-06-08,2025-01-04,2025-03-12,Erreur CAF,Clôturé,A solder,Manuel,Validée,DOC001,2025
M0745,APL,258.41,766.12,2025-05-04,2025-11-23,2025-09-05,Erreur CAF,En attente,En cours,Manuel,Rejetée,DOC003,2025
M0746,APL,1156.26,845.92,2025-11-13,2025-11-02,2025-05-26,Recalcul,Clôturé,Relance,Automatique,Validée,DOC001,2025
M0747,APL,550.3,613.6,2025-07-26,2025-04-05,2025-04-16,Erreur CAF,En attente,A solder,Automatique,Validée,DOC001,2025
M0748,AAH,1927.71,88.6,2025-02-17,2025-07-28,2025-09-20,Signalement usager,Ouvert,Relance,Automatique,Validée,DOC003,2025
M0749,APL,992.91,487.63,2025-05-16,2025-08-13,2025-10-23,Signalement usager,En attente,A solder,Manuel,Validée,DOC003,2025
M0750,PPA,1621.69,77.65,2025-07-20,2025-12-14,2025-03-11,Erreur CAF,Ouvert,En cours,Automatique,En attente,DOC003,2025
M0751,PPA,1122.94,407.54,2025-09-07,2025-11-17,2025-07-12,Erreur CAF,Ouvert,En cours,Automatique,Rejetée,DOC002,2025
M0752,AAH,134.65,407.11,2025-11-10,2025-02-16,2025-03-09,Erreur CAF,Clôturé,En cours,Manuel,Validée,DOC001,2025
M0753,APL,1284.65,66.01,2025-12-23,2025-06-30,2025-11-01,Signalement usager,Ouvert,En cours,Manuel,Rejetée,DOC001,2025
M0754,APL,1905.24,348.82,2025-11-14,2025-04-16,2025-02-21,Signalement usager,Clôturé,A solder,Automatique,Validée,DOC001,2025
M0755,APL,1223.14,111.0,2025-10-22,2025-07-18,2025-12-29,Recalcul,En attente,Relance,Manuel,En attente,DOC003,2025
M0756,ASF,1647.42,808.24,2025-11-10,2025-04-16,2025-10-12,Recalcul,En attente,En cours,Automatique,Validée,DOC003,2025
M0757,RSA,1774.2,947.69,2025-07-28,2025-10-07,2025-11-30,Recalcul,Ouvert,A solder,Manuel,Rejetée,DOC003,2025
M0758,ASF,494.76,72.32,2025-12-21,2025-09-17,2025-01-09,Signalement usager,Clôturé,Relance,Manuel,Rejetée,DOC003,2025
M0759,RSA,463.49,955.12,2025-07-30,2025-04-18,2025-09-08,Recalcul,Ouvert,En cours,Manuel,En attente,DOC003,2025
M0760,APL,1241.41,522.58,2025-07-11,2025-01-19,2025-11-28,Erreur CAF,Clôturé,Relance,Automatique,Rejetée,DOC002,2025
M0761,APL,851.51,299.57,2025-02-13,2025-10-23,2025-10-25,Erreur CAF,Clôturé,En cours,Automatique,Rejetée,DOC003,2025
M0762,ASF,1687.73,76.86,2025-01-29,2025-11-02,2025-07-03,Signalement usager,Clôturé,Relance,Automatique,Validée,DOC001,2025
M0763,ASF,1805.05,500.62,2025-02-28,2025-06-20,2025-06-28,Recalcul,En attente,Relance,Manuel,Rejetée,DOC003,2025
M0764,RSA,739.17,794.52,2025-03-12,2025-11-27,2025-07-17,Erreur CAF,Clôturé,En cours,Manuel,Validée,DOC001,2025
M0765,PPA,511.9,707.09,2025-04-02,2025-07-14,2025-05-08,Signalement usager,En attente,A solder,Manuel,En attente,DOC003,2025
M0766,RSA,1572.02,50.23,2025-09-22,2025-01-12,2025-01-20,Recalcul,Clôturé,Relance,Manuel,Rejetée,DOC003,2025
M0767,ASF,585.87,72.9,2025-08-08,2025-07-14,2025-11-24,Erreur CAF,En attente,En cours,Automatique,Validée,DOC001,2025
M0768,ASF,1654.1,402.87,2025-08-03,2025-10-10,2025-03-06,Recalcul,En attente,Relance,Automatique,Rejetée,DOC001,2025
M0769,AAH,876.29,295.29,2025-10-04,2025-07-01,2025-07-01,Signalement usager,En attente,Relance,Automatique,Validée,DOC001,2025
M0770,ASF,1351.72,232.38,2025-03-05,2025-11-01,2025-08-29,Recalcul,Ouvert,A solder,Manuel,En attente,DOC001,2025
M0771,AAH,236.29,281.0,2025-12-12,2025-05-24,2025-01-24,Signalement usager,Clôturé,Relance,Manuel,Validée,DOC002,2025
M0772,PPA,1266.53,803.48,2025-10-19,2025-11-12,2025-03-24,Recalcul,Ouvert,Relance,Automatique,Rejetée,DOC001,2025
M0773,RSA,930.95,929.23,2025-09-02,2025-07-01,2025-11-15,Erreur CAF,Clôturé,En cours,Manuel,Validée,DOC003,2025
M0774,RSA,1193.89,405.1,2025-03-03,2025-01-30,2025-07-04,Signalement usager,Clôturé,En cours,Automatique,Rejetée,DOC003,2025
